Call Date,Agent ID,Agent Status,Call Type,Service,Answer Time,Avg Talk Time,Disconnect Code,Call Disconnect,Survey Opted,Resolved,Call Fwd,Fwd Sup ID,Feedback
2026-02-08T03:00:25Z,1008,3,2,2,32,1300,57,2026-02-08T03:22:37Z,No,Yes,No,,
2026-02-08T03:03:55Z,1006,2,4,4,36,1768,5,2026-02-08T03:33:59Z,No,No,No,,
2026-02-08T03:10:08Z,1008,3,1,2,53,1812,5,2026-02-08T03:41:13Z,Yes,Yes,No,,3
2026-02-08T03:12:08Z,1007,0,4,4,24,1920,5,2026-02-08T03:44:32Z,No,No,Yes,2004,
2026-02-08T03:20:31Z,1008,3,1,2,39,286,57,2026-02-08T03:25:56Z,No,Yes,No,,
2026-02-08T03:25:48Z,1005,1,4,4,55,1271,5,2026-02-08T03:47:54Z,No,No,No,,
2026-02-08T03:26:17Z,1006,9,5,2,54,1206,57,2026-02-08T03:47:17Z,No,No,No,,
2026-02-08T03:29:23Z,1005,3,4,10,40,482,5,2026-02-08T03:38:05Z,No,Yes,No,,
2026-02-08T03:31:03Z,1008,3,1,4,33,305,5,2026-02-08T03:36:41Z,Yes,Yes,No,,2
2026-02-08T03:31:56Z,1006,3,1,10,36,324,57,2026-02-08T03:37:56Z,No,Yes,No,,
2026-02-08T03:34:34Z,1008,3,4,10,21,273,57,2026-02-08T03:39:28Z,No,Yes,No,,
2026-02-08T03:36:31Z,1007,0,1,2,51,393,1,2026-02-08T03:43:55Z,Yes,No,Yes,2004,2
2026-02-08T03:39:35Z,1005,3,4,10,59,374,5,2026-02-08T03:46:48Z,No,No,No,,
2026-02-08T03:42:24Z,1008,3,1,4,48,2157,1,2026-02-08T04:19:09Z,Yes,Yes,No,,5
2026-02-08T03:45:28Z,1006,0,1,10,44,309,1,2026-02-08T03:51:21Z,Yes,Yes,Yes,2004,1
2026-02-08T03:45:58Z,1008,3,4,4,44,484,1,2026-02-08T03:54:46Z,No,Yes,No,,
2026-02-08T03:48:06Z,1007,3,1,2,45,319,57,2026-02-08T03:54:10Z,Yes,No,No,,3
2026-02-08T03:58:46Z,1006,3,4,4,28,302,1,2026-02-08T04:04:16Z,No,Yes,No,,
2026-02-08T03:58:50Z,1006,3,4,10,31,386,57,2026-02-08T04:05:47Z,No,Yes,No,,
2026-02-08T03:59:41Z,1007,1,4,2,48,429,1,2026-02-08T04:07:38Z,No,Yes,No,,
2026-02-08T04:00:27Z,1007,3,1,4,44,543,1,2026-02-08T04:10:14Z,No,Yes,No,,
2026-02-08T04:10:44Z,1006,3,4,10,26,1668,1,2026-02-08T04:38:58Z,No,No,No,,
2026-02-08T04:12:35Z,1006,3,1,4,34,394,57,2026-02-08T04:19:43Z,No,No,No,,
2026-02-08T04:22:04Z,1005,3,4,4,30,1444,1,2026-02-08T04:46:38Z,No,No,No,,
2026-02-08T04:22:27Z,1007,0,4,2,20,1227,57,2026-02-08T04:43:14Z,No,Yes,Yes,2001,
2026-02-08T04:29:46Z,1008,3,1,10,60,1245,1,2026-02-08T04:51:31Z,Yes,No,No,,5
2026-02-08T04:35:01Z,1008,1,4,4,40,1648,57,2026-02-08T05:03:09Z,No,Yes,No,,
2026-02-08T04:35:53Z,1006,0,4,4,58,570,1,2026-02-08T04:46:21Z,Yes,Yes,Yes,2002,5
2026-02-08T05:01:51Z,1008,3,4,10,43,338,1,2026-02-08T05:08:12Z,Yes,No,No,,4
2026-02-08T05:04:23Z,1007,3,4,4,57,469,1,2026-02-08T05:13:09Z,No,Yes,No,,
2026-02-08T05:09:37Z,1005,3,1,10,53,1855,1,2026-02-08T05:41:25Z,Yes,No,No,,5
2026-02-08T05:15:13Z,1007,1,4,10,24,1576,57,2026-02-08T05:41:53Z,No,No,No,,
2026-02-08T05:38:32Z,1005,1,1,2,24,247,1,2026-02-08T05:43:03Z,No,Yes,No,,
2026-02-08T05:39:29Z,1007,1,1,10,21,2309,57,2026-02-08T06:18:19Z,Yes,No,No,,4
2026-02-08T05:46:36Z,1007,3,1,4,45,2189,1,2026-02-08T06:23:50Z,No,Yes,No,,
2026-02-08T05:46:49Z,1006,0,1,2,44,1236,1,2026-02-08T06:08:09Z,Yes,No,Yes,2001,5
2026-02-08T05:54:52Z,1005,3,4,10,53,2053,1,2026-02-08T06:29:58Z,No,Yes,No,,
2026-02-08T05:58:56Z,1005,3,1,2,37,2044,1,2026-02-08T06:33:37Z,No,Yes,No,,
2026-02-08T06:05:28Z,1007,0,1,4,52,379,1,2026-02-08T06:12:39Z,Yes,No,Yes,2001,5
2026-02-08T06:08:53Z,1007,3,4,3,34,477,57,2026-02-08T06:17:24Z,Yes,No,No,,4
2026-02-08T06:10:01Z,1005,3,4,10,56,919,1,2026-02-08T06:26:16Z,Yes,No,No,,1
2026-02-08T06:22:14Z,1007,1,1,4,36,1973,1,2026-02-08T06:55:43Z,Yes,No,No,,4
2026-02-08T06:22:57Z,1007,3,1,3,31,439,57,2026-02-08T06:30:47Z,Yes,No,No,,5
2026-02-08T06:26:51Z,1005,3,1,4,20,2259,1,2026-02-08T07:04:50Z,Yes,Yes,No,,1
2026-02-08T06:42:03Z,1006,0,4,10,57,903,1,2026-02-08T06:58:03Z,Yes,No,Yes,2001,1
2026-02-08T06:43:49Z,1005,3,1,4,59,1356,57,2026-02-08T07:07:24Z,Yes,No,No,,2
2026-02-08T06:51:10Z,1007,0,2,10,36,1419,1,2026-02-08T07:15:25Z,No,Yes,Yes,2005,
2026-02-08T06:54:08Z,1006,3,4,2,46,458,1,2026-02-08T07:02:32Z,No,No,No,,
2026-02-08T07:12:18Z,1010,1,2,10,31,1903,57,2026-02-08T07:44:32Z,Yes,No,No,,1
2026-02-08T07:12:25Z,1013,3,1,4,25,544,1,2026-02-08T07:21:54Z,Yes,No,No,,1
2026-02-08T07:14:42Z,1013,0,4,2,28,571,1,2026-02-08T07:24:41Z,Yes,No,Yes,2002,4
2026-02-08T07:16:00Z,1009,3,4,2,43,428,1,2026-02-08T07:23:51Z,Yes,Yes,No,,5
2026-02-08T07:21:38Z,1009,0,1,2,47,376,57,2026-02-08T07:28:41Z,Yes,Yes,Yes,2004,3
2026-02-08T07:22:20Z,1013,0,1,4,42,574,1,2026-02-08T07:32:36Z,Yes,Yes,Yes,2002,2
2026-02-08T07:29:44Z,1011,0,1,10,50,889,1,2026-02-08T07:45:23Z,Yes,Yes,Yes,2003,1
2026-02-08T07:36:13Z,1014,3,4,2,30,1847,57,2026-02-08T08:07:30Z,Yes,Yes,No,,4
2026-02-08T07:39:39Z,1012,3,1,2,26,253,1,2026-02-08T07:44:18Z,No,No,No,,
2026-02-08T07:39:41Z,1013,3,4,10,22,264,57,2026-02-08T07:44:27Z,Yes,Yes,No,,5
2026-02-08T07:40:26Z,1013,1,1,10,56,484,1,2026-02-08T07:49:26Z,Yes,No,No,,4
2026-02-08T07:43:19Z,1014,0,1,2,56,1837,1,2026-02-08T08:14:52Z,No,Yes,Yes,2001,
2026-02-08T07:53:57Z,1013,3,4,2,23,1635,1,2026-02-08T08:21:35Z,Yes,No,No,,4
2026-02-08T08:11:13Z,1011,0,4,2,47,2051,1,2026-02-08T08:46:11Z,No,No,Yes,2003,
2026-02-08T08:12:21Z,1014,3,4,4,51,1199,1,2026-02-08T08:33:11Z,No,Yes,No,,
2026-02-08T08:19:50Z,1014,1,1,4,39,402,1,2026-02-08T08:27:11Z,Yes,Yes,No,,5
2026-02-08T08:22:33Z,1014,3,1,4,41,2004,1,2026-02-08T08:56:38Z,No,Yes,No,,
2026-02-08T08:23:09Z,1014,0,1,2,53,467,57,2026-02-08T08:31:49Z,Yes,No,Yes,2001,3
2026-02-08T08:26:11Z,1009,3,4,4,37,873,1,2026-02-08T08:41:21Z,Yes,No,No,,5
2026-02-08T08:28:34Z,1010,3,1,2,26,1831,1,2026-02-08T08:59:31Z,No,Yes,No,,
2026-02-08T08:46:40Z,1013,1,1,4,33,453,1,2026-02-08T08:54:46Z,Yes,Yes,No,,2
2026-02-08T08:49:41Z,1012,1,1,10,43,549,1,2026-02-08T08:59:33Z,No,No,No,,
2026-02-08T08:52:19Z,1013,1,1,10,37,273,1,2026-02-08T08:57:29Z,No,No,No,,
2026-02-08T09:02:40Z,1009,0,1,10,51,547,57,2026-02-08T09:12:38Z,Yes,Yes,Yes,2003,5
2026-02-08T09:05:45Z,1009,1,2,1,57,1717,1,2026-02-08T09:35:19Z,No,Yes,No,,
2026-02-08T09:08:30Z,1011,1,4,10,27,487,1,2026-02-08T09:17:04Z,Yes,Yes,No,,5
2026-02-08T09:08:56Z,1014,1,2,1,21,1953,57,2026-02-08T09:41:50Z,Yes,No,No,,2
2026-02-08T09:13:03Z,1014,2,4,10,20,1822,1,2026-02-08T09:43:45Z,No,Yes,No,,
2026-02-08T09:21:36Z,1009,3,4,10,42,331,1,2026-02-08T09:27:49Z,No,Yes,No,,
2026-02-08T09:24:26Z,1011,3,4,2,23,2346,57,2026-02-08T10:03:55Z,Yes,Yes,No,,1
2026-02-08T09:24:43Z,1012,3,4,4,49,2365,1,2026-02-08T10:04:57Z,No,No,No,,
2026-02-08T09:24:59Z,1013,3,1,4,55,314,57,2026-02-08T09:31:08Z,Yes,Yes,No,,5
2026-02-08T09:26:58Z,1010,3,1,4,20,436,1,2026-02-08T09:34:34Z,Yes,Yes,No,,4
2026-02-08T09:35:41Z,1010,3,1,2,21,1198,1,2026-02-08T09:56:00Z,No,Yes,No,,
2026-02-08T09:44:25Z,1009,3,1,4,59,304,1,2026-02-08T09:50:28Z,Yes,No,No,,3
2026-02-08T09:53:46Z,1014,1,4,2,22,2345,57,2026-02-08T10:33:13Z,Yes,Yes,No,,5
2026-02-08T10:04:10Z,1011,0,4,4,47,320,57,2026-02-08T10:10:17Z,Yes,Yes,Yes,2005,5
2026-02-08T10:10:30Z,1012,3,4,10,27,394,1,2026-02-08T10:17:31Z,No,Yes,No,,
2026-02-08T10:12:11Z,1014,3,4,10,53,556,57,2026-02-08T10:22:20Z,No,Yes,No,,
2026-02-08T10:26:22Z,1011,0,1,2,43,509,1,2026-02-08T10:35:34Z,Yes,No,Yes,2004,3
2026-02-08T10:27:55Z,1009,3,4,10,52,2306,57,2026-02-08T11:07:13Z,No,Yes,No,,
2026-02-08T10:28:37Z,1014,3,1,10,49,561,1,2026-02-08T10:38:47Z,No,Yes,No,,
2026-02-08T10:29:35Z,1012,3,4,10,52,501,1,2026-02-08T10:38:48Z,No,No,No,,
2026-02-08T10:31:41Z,1011,3,4,4,42,1411,57,2026-02-08T10:55:54Z,No,No,No,,
2026-02-08T10:40:35Z,1013,3,4,4,30,474,1,2026-02-08T10:48:59Z,No,Yes,No,,
2026-02-08T10:41:44Z,1009,1,1,10,52,289,57,2026-02-08T10:47:25Z,No,No,No,,
2026-02-08T10:45:22Z,1012,1,1,4,41,1447,1,2026-02-08T11:10:10Z,Yes,Yes,No,,2
2026-02-08T10:47:14Z,1013,3,1,10,53,374,57,2026-02-08T10:54:21Z,Yes,No,No,,4
2026-02-08T10:52:50Z,1014,3,1,10,40,600,57,2026-02-08T11:03:30Z,No,Yes,No,,
2026-02-08T10:56:55Z,1013,1,1,4,51,1522,57,2026-02-08T11:23:08Z,Yes,Yes,No,,5
2026-02-08T10:57:37Z,1011,3,1,4,22,513,57,2026-02-08T11:06:32Z,No,Yes,No,,
2026-02-08T11:00:43Z,1013,3,1,10,27,1357,1,2026-02-08T11:23:47Z,No,Yes,No,,
2026-02-08T11:04:15Z,1011,3,1,4,28,421,1,2026-02-08T11:11:44Z,No,Yes,No,,
2026-02-08T11:09:24Z,1013,3,4,2,25,520,1,2026-02-08T11:18:29Z,No,Yes,No,,
2026-02-08T11:19:53Z,1014,1,1,4,24,456,1,2026-02-08T11:27:53Z,Yes,No,No,,1
2026-02-08T11:25:24Z,1010,3,4,2,53,440,57,2026-02-08T11:33:37Z,Yes,Yes,No,,1
2026-02-08T11:28:26Z,1014,1,1,4,23,297,1,2026-02-08T11:33:46Z,No,Yes,No,,
2026-02-08T11:31:25Z,1014,3,4,4,54,490,1,2026-02-08T11:40:29Z,No,No,No,,
2026-02-08T11:33:20Z,1009,3,1,4,55,279,57,2026-02-08T11:38:54Z,Yes,No,No,,1
2026-02-08T11:35:38Z,1011,3,1,10,47,578,1,2026-02-08T11:46:03Z,Yes,No,No,,5
2026-02-08T11:38:51Z,1014,4,4,10,25,275,57,2026-02-08T11:43:51Z,No,Yes,No,,
2026-02-08T11:42:40Z,1014,1,4,10,29,1392,57,2026-02-08T12:06:21Z,No,Yes,No,,
2026-02-08T11:46:19Z,1012,1,1,10,60,417,1,2026-02-08T11:54:16Z,Yes,No,No,,2
2026-02-08T11:47:40Z,1009,3,4,4,29,303,57,2026-02-08T11:53:12Z,No,Yes,No,,
2026-02-08T11:51:14Z,1014,3,4,2,43,599,1,2026-02-08T12:01:56Z,No,Yes,No,,
2026-02-08T11:51:53Z,1014,3,1,10,32,1514,1,2026-02-08T12:17:39Z,Yes,No,No,,4
2026-02-08T11:53:24Z,1013,3,1,2,51,403,1,2026-02-08T12:00:58Z,No,No,No,,
2026-02-08T11:53:29Z,1013,13,4,2,22,853,1,2026-02-08T12:08:04Z,No,Yes,No,,
2026-02-08T11:55:29Z,1010,3,4,2,51,514,1,2026-02-08T12:04:54Z,Yes,Yes,No,,5
2026-02-08T12:16:51Z,1013,3,4,10,26,1077,57,2026-02-08T12:35:14Z,Yes,Yes,No,,5
2026-02-08T12:21:12Z,1010,10,1,4,57,1027,57,2026-02-08T12:39:16Z,Yes,Yes,No,,5
2026-02-08T12:24:38Z,1011,3,4,10,50,292,57,2026-02-08T12:30:20Z,No,No,No,,
2026-02-08T12:24:52Z,1014,3,4,10,50,1477,57,2026-02-08T12:50:19Z,Yes,Yes,No,,4
2026-02-08T12:29:50Z,1012,1,1,4,58,463,1,2026-02-08T12:38:31Z,No,Yes,No,,
2026-02-08T12:39:46Z,1012,3,1,4,48,1097,57,2026-02-08T12:58:51Z,No,Yes,No,,
2026-02-08T12:41:47Z,1011,4,4,10,36,1010,1,2026-02-08T12:59:13Z,Yes,Yes,No,,2
2026-02-08T12:46:10Z,1011,0,1,4,45,399,1,2026-02-08T12:53:34Z,No,Yes,Yes,2003,
2026-02-08T12:51:15Z,1009,0,1,10,28,1454,57,2026-02-08T13:15:57Z,Yes,Yes,Yes,2003,5
2026-02-08T12:51:21Z,1010,3,1,2,27,1259,57,2026-02-08T13:12:47Z,No,No,No,,
2026-02-08T13:04:41Z,1011,1,4,10,51,1119,1,2026-02-08T13:24:11Z,Yes,Yes,No,,3
2026-02-08T13:08:23Z,1014,3,1,2,30,1976,1,2026-02-08T13:41:49Z,No,No,No,,
2026-02-08T13:12:29Z,1010,3,1,10,22,1646,57,2026-02-08T13:40:17Z,Yes,No,No,,2
2026-02-08T13:24:14Z,1010,3,4,2,56,263,1,2026-02-08T13:29:33Z,No,Yes,No,,
2026-02-08T13:33:02Z,1010,3,4,10,50,1069,57,2026-02-08T13:51:41Z,Yes,No,No,,1
2026-02-08T13:37:48Z,1011,3,4,4,53,357,5,2026-02-08T13:44:38Z,No,Yes,No,,
2026-02-08T13:40:13Z,1012,1,1,10,42,317,57,2026-02-08T13:46:12Z,No,Yes,No,,
2026-02-08T13:49:14Z,1012,0,1,4,26,496,5,2026-02-08T13:57:56Z,No,Yes,Yes,2001,
2026-02-08T13:58:29Z,1009,3,4,4,45,331,5,2026-02-08T14:04:45Z,No,No,No,,
2026-02-08T14:05:17Z,1009,3,1,4,35,282,5,2026-02-08T14:10:34Z,Yes,Yes,No,,4
2026-02-08T14:25:42Z,1012,3,4,10,27,2157,5,2026-02-08T15:02:06Z,No,No,No,,
2026-02-08T14:27:08Z,1014,0,1,2,24,1173,5,2026-02-08T14:47:05Z,No,No,Yes,2001,
2026-02-08T14:31:51Z,1010,3,4,3,22,562,5,2026-02-08T14:41:35Z,No,No,No,,
2026-02-08T14:45:16Z,1014,1,1,2,29,2222,5,2026-02-08T15:22:47Z,No,Yes,No,,
2026-02-08T14:49:08Z,1012,3,4,2,22,495,5,2026-02-08T14:57:45Z,Yes,No,No,,5
2026-02-08T14:53:25Z,1013,0,4,3,21,406,5,2026-02-08T15:00:32Z,Yes,Yes,Yes,2003,4
2026-02-08T14:59:17Z,1011,3,1,10,47,568,5,2026-02-08T15:09:32Z,Yes,Yes,No,,1
2026-02-08T15:16:46Z,1003,1,1,10,28,948,5,2026-02-08T15:33:02Z,Yes,Yes,No,,1
2026-02-08T15:19:58Z,1002,3,4,4,26,1298,5,2026-02-08T15:42:02Z,No,Yes,No,,
2026-02-08T15:26:12Z,1004,0,4,2,33,1946,5,2026-02-08T15:59:11Z,Yes,Yes,Yes,2003,4
2026-02-08T15:29:58Z,1003,1,1,10,45,523,5,2026-02-08T15:39:26Z,Yes,No,No,,3
2026-02-08T15:34:40Z,1001,3,1,10,52,275,5,2026-02-08T15:40:07Z,No,No,No,,
2026-02-08T15:45:09Z,1001,3,1,10,28,2243,5,2026-02-08T16:23:00Z,No,No,No,,
2026-02-08T15:46:25Z,1004,3,1,10,57,279,5,2026-02-08T15:52:01Z,Yes,No,No,,4
2026-02-08T15:50:35Z,1002,0,4,4,59,516,57,2026-02-08T16:00:10Z,No,No,Yes,2003,
2026-02-08T15:53:48Z,1003,0,1,4,55,2350,1,2026-02-08T16:33:53Z,Yes,No,Yes,2004,3
2026-02-08T15:54:47Z,1002,3,1,2,34,935,57,2026-02-08T16:10:56Z,Yes,No,No,,2
2026-02-08T15:58:22Z,1002,3,4,4,39,582,57,2026-02-08T16:08:43Z,Yes,No,No,,2
2026-02-08T16:01:49Z,1003,1,4,2,52,457,1,2026-02-08T16:10:18Z,Yes,No,No,,3
2026-02-08T16:02:16Z,1004,0,4,2,52,580,1,2026-02-08T16:12:48Z,No,No,Yes,2002,
2026-02-08T16:03:23Z,1003,3,1,5,20,1763,1,2026-02-08T16:33:06Z,Yes,Yes,No,,1
2026-02-08T16:16:04Z,1002,0,4,5,32,2187,57,2026-02-08T16:53:03Z,Yes,Yes,Yes,2004,3
2026-02-08T16:20:17Z,1004,0,4,2,41,1689,1,2026-02-08T16:49:07Z,Yes,No,Yes,2003,3
2026-02-08T16:24:01Z,1003,1,1,2,28,1913,1,2026-02-08T16:56:22Z,Yes,No,No,,4
2026-02-08T16:32:21Z,1002,3,1,2,59,1366,1,2026-02-08T16:56:06Z,No,Yes,No,,
2026-02-08T16:48:53Z,1002,13,1,4,57,1080,1,2026-02-08T17:07:50Z,No,Yes,No,,
2026-02-08T16:50:28Z,1004,3,1,10,32,2196,57,2026-02-08T17:27:36Z,Yes,No,No,,4
2026-02-08T16:55:52Z,1002,3,1,4,60,2156,57,2026-02-08T17:32:48Z,Yes,No,No,,2
2026-02-08T17:07:15Z,1001,3,4,10,20,1290,57,2026-02-08T17:29:05Z,No,No,No,,
2026-02-08T17:08:21Z,1002,3,1,4,58,1087,1,2026-02-08T17:27:26Z,Yes,Yes,No,,2
2026-02-08T17:15:23Z,1002,3,4,2,49,1830,57,2026-02-08T17:46:42Z,Yes,No,No,,5
2026-02-08T17:23:41Z,1003,0,4,2,58,920,1,2026-02-08T17:39:59Z,No,Yes,Yes,2004,
2026-02-08T17:25:08Z,1002,1,1,10,32,479,1,2026-02-08T17:33:39Z,Yes,No,No,,2
2026-02-08T17:29:59Z,1002,3,4,4,20,1578,1,2026-02-08T17:56:37Z,Yes,Yes,No,,2
2026-02-08T17:38:22Z,1002,1,4,10,45,1648,57,2026-02-08T18:06:35Z,Yes,No,No,,1
2026-02-08T17:40:19Z,1001,1,1,10,59,1359,1,2026-02-08T18:03:57Z,Yes,Yes,No,,1
2026-02-08T17:43:21Z,1003,3,1,4,25,1326,1,2026-02-08T18:05:52Z,Yes,No,No,,5
2026-02-08T17:46:03Z,1002,1,4,10,39,483,1,2026-02-08T17:54:45Z,Yes,No,No,,2
2026-02-08T17:48:49Z,1001,2,4,2,46,1466,1,2026-02-08T18:14:01Z,Yes,No,No,,4
2026-02-08T17:49:32Z,1004,0,1,4,57,583,57,2026-02-08T18:00:12Z,Yes,Yes,Yes,2003,5
2026-02-08T17:58:53Z,1004,3,1,4,31,312,57,2026-02-08T18:04:36Z,Yes,Yes,No,,2
2026-02-08T18:07:42Z,1002,3,1,4,45,278,1,2026-02-08T18:13:05Z,Yes,No,No,,5
2026-02-08T18:07:52Z,1001,3,1,4,58,577,1,2026-02-08T18:18:27Z,Yes,No,No,,1
2026-02-08T18:08:00Z,1004,3,4,2,43,520,57,2026-02-08T18:17:23Z,Yes,No,No,,3
2026-02-08T18:19:04Z,1003,2,4,2,48,392,57,2026-02-08T18:26:24Z,Yes,Yes,No,,3
2026-02-08T18:34:19Z,1003,3,1,10,46,302,57,2026-02-08T18:40:07Z,No,Yes,No,,
2026-02-08T18:43:42Z,1004,1,1,10,59,524,1,2026-02-08T18:53:25Z,Yes,Yes,No,,1
2026-02-08T18:48:14Z,1003,3,4,4,29,306,1,2026-02-08T18:53:49Z,No,Yes,No,,
2026-02-08T18:55:29Z,1003,3,4,4,56,990,57,2026-02-08T19:12:55Z,No,Yes,No,,
2026-02-08T19:02:14Z,1003,10,4,4,50,356,1,2026-02-08T19:09:00Z,No,No,No,,
2026-02-08T19:17:05Z,1002,3,1,4,53,2032,1,2026-02-08T19:51:50Z,Yes,No,No,,3
2026-02-08T19:32:39Z,1004,3,4,2,50,384,1,2026-02-08T19:39:53Z,Yes,Yes,No,,4
2026-02-08T19:34:00Z,1002,1,1,4,34,1759,1,2026-02-08T20:03:53Z,No,Yes,No,,
2026-02-08T19:47:14Z,1004,10,4,10,31,388,57,2026-02-08T19:54:13Z,Yes,Yes,No,,5
2026-02-08T19:50:00Z,1003,3,1,4,21,940,1,2026-02-08T20:06:01Z,No,No,No,,
2026-02-08T19:53:34Z,1003,3,1,10,45,990,57,2026-02-08T20:10:49Z,No,No,No,,
2026-02-08T20:14:13Z,1002,3,1,10,34,2089,57,2026-02-08T20:49:36Z,Yes,Yes,No,,2
2026-02-08T20:16:52Z,1003,3,1,10,40,430,1,2026-02-08T20:24:42Z,No,Yes,No,,
2026-02-08T20:28:42Z,1002,3,1,10,36,2162,57,2026-02-08T21:05:20Z,No,No,No,,
2026-02-08T20:29:25Z,1001,3,4,10,48,1724,1,2026-02-08T20:58:57Z,Yes,Yes,No,,2
2026-02-08T20:32:37Z,1003,1,4,10,44,404,57,2026-02-08T20:40:05Z,Yes,Yes,No,,3
2026-02-08T20:34:11Z,1002,1,4,2,46,483,57,2026-02-08T20:43:00Z,Yes,No,No,,2
2026-02-08T20:36:19Z,1001,3,1,4,40,906,1,2026-02-08T20:52:05Z,Yes,No,No,,3
2026-02-08T20:38:31Z,1003,3,4,4,32,2192,1,2026-02-08T21:15:35Z,Yes,Yes,No,,1
2026-02-08T20:44:03Z,1002,3,4,2,58,538,57,2026-02-08T20:53:59Z,No,Yes,No,,
2026-02-08T20:49:01Z,1003,3,1,4,37,332,57,2026-02-08T20:55:10Z,Yes,Yes,No,,4
2026-02-08T20:53:03Z,1002,3,4,2,42,344,1,2026-02-08T20:59:29Z,Yes,Yes,No,,1
2026-02-08T20:57:34Z,1001,3,1,10,49,1947,1,2026-02-08T21:30:50Z,No,No,No,,
2026-02-08T21:01:30Z,1004,3,4,10,35,549,1,2026-02-08T21:11:14Z,Yes,No,No,,3
2026-02-08T21:04:32Z,1002,3,1,4,36,369,1,2026-02-08T21:11:17Z,Yes,Yes,No,,5
2026-02-08T21:08:45Z,1002,3,1,4,23,432,1,2026-02-08T21:16:20Z,Yes,Yes,No,,4
2026-02-08T21:17:06Z,1004,3,1,4,29,531,1,2026-02-08T21:26:26Z,No,No,No,,
2026-02-08T21:19:21Z,1002,3,4,4,41,519,1,2026-02-08T21:28:41Z,No,No,No,,
2026-02-08T21:23:55Z,1002,3,1,4,25,448,57,2026-02-08T21:31:48Z,Yes,Yes,No,,1
2026-02-08T21:27:57Z,1001,3,1,10,48,2168,1,2026-02-08T22:04:53Z,No,No,No,,
