Call Date,Agent ID,Agent Status,Call Type,Service,Answer Time,Avg Talk Time,Disconnect Code,Call Disconnect,Survey Opted,Resolved,Call Fwd,Fwd Sup ID,Feedback
2026-02-22T02:50:31Z,1007,1,5,4,25,907,5,2026-02-22T03:06:03Z,No,Yes,No,,
2026-02-22T03:06:30Z,1011,4,2,3,35,259,5,2026-02-22T03:11:24Z,No,No,No,,
2026-02-22T03:07:43Z,1005,4,2,10,60,2013,5,2026-02-22T03:42:16Z,No,Yes,No,,
2026-02-22T03:08:55Z,1013,3,4,10,56,532,57,2026-02-22T03:18:43Z,Yes,Yes,No,,3
2026-02-22T03:16:30Z,1008,4,1,4,33,567,57,2026-02-22T03:26:30Z,Yes,No,No,,4
2026-02-22T03:21:35Z,1004,4,1,1,42,1151,57,2026-02-22T03:41:28Z,Yes,Yes,No,,2
2026-02-22T03:23:57Z,1004,13,1,5,38,1749,57,2026-02-22T03:53:44Z,No,Yes,No,,
2026-02-22T03:51:58Z,1007,4,1,5,56,1241,57,2026-02-22T04:13:35Z,No,No,No,,
2026-02-22T04:24:55Z,1012,1,4,1,58,328,57,2026-02-22T04:31:21Z,No,Yes,No,,
2026-02-22T04:27:17Z,1014,3,5,3,34,1610,57,2026-02-22T04:54:41Z,No,No,No,,
2026-02-22T04:28:56Z,1010,0,1,10,46,295,1,2026-02-22T04:34:37Z,Yes,No,Yes,2005,3
2026-02-22T04:29:33Z,1003,0,2,10,23,1411,1,2026-02-22T04:53:27Z,Yes,Yes,Yes,2002,2
2026-02-22T04:34:17Z,1010,10,1,10,28,1759,5,2026-02-22T05:04:04Z,Yes,Yes,No,,2
2026-02-22T04:37:12Z,1006,4,2,3,57,437,5,2026-02-22T04:45:26Z,No,No,No,,
2026-02-22T04:37:39Z,1010,3,4,10,47,457,57,2026-02-22T04:46:03Z,Yes,Yes,No,,3
2026-02-22T04:40:11Z,1013,13,2,2,39,476,1,2026-02-22T04:48:46Z,No,No,No,,
2026-02-22T04:44:02Z,1005,0,4,4,52,489,1,2026-02-22T04:53:03Z,No,No,Yes,2001,
2026-02-22T04:49:01Z,1004,13,1,2,50,2009,5,2026-02-22T05:23:20Z,No,Yes,No,,
2026-02-22T04:52:54Z,1006,10,2,3,52,502,1,2026-02-22T05:02:08Z,Yes,Yes,No,,4
2026-02-22T05:09:21Z,1013,1,1,2,45,1348,57,2026-02-22T05:32:34Z,No,No,No,,
2026-02-22T05:13:26Z,1006,13,1,4,28,1216,5,2026-02-22T05:34:10Z,No,Yes,No,,
2026-02-22T05:17:14Z,1010,2,5,10,50,1552,5,2026-02-22T05:43:56Z,Yes,No,No,,3
2026-02-22T05:22:33Z,1007,9,2,3,21,543,5,2026-02-22T05:31:57Z,No,No,No,,
2026-02-22T05:40:45Z,1007,2,1,2,23,567,5,2026-02-22T05:50:35Z,No,Yes,No,,
2026-02-22T05:41:29Z,1011,10,2,2,27,334,1,2026-02-22T05:47:30Z,No,No,No,,
2026-02-22T05:41:58Z,1003,2,4,1,24,363,1,2026-02-22T05:48:25Z,No,Yes,No,,
2026-02-22T06:18:01Z,1013,4,2,1,58,430,1,2026-02-22T06:26:09Z,Yes,No,No,,1
2026-02-22T06:20:16Z,1013,0,5,4,33,890,57,2026-02-22T06:35:39Z,No,No,Yes,2002,
2026-02-22T06:36:50Z,1003,9,4,5,42,567,1,2026-02-22T06:46:59Z,No,Yes,No,,
2026-02-22T06:39:15Z,1012,13,5,2,26,1234,5,2026-02-22T07:00:15Z,Yes,No,No,,1
2026-02-22T06:41:10Z,1012,13,1,2,47,2324,1,2026-02-22T07:20:41Z,Yes,Yes,No,,4
2026-02-22T06:52:01Z,1007,0,4,2,21,563,5,2026-02-22T07:01:45Z,No,Yes,Yes,2002,
2026-02-22T06:52:12Z,1012,2,5,3,39,401,1,2026-02-22T06:59:32Z,Yes,No,No,,3
2026-02-22T06:53:06Z,1010,10,4,10,31,573,57,2026-02-22T07:03:10Z,No,Yes,No,,
2026-02-22T06:54:22Z,1007,3,4,3,53,377,57,2026-02-22T07:01:32Z,No,Yes,No,,
2026-02-22T06:55:25Z,1005,0,1,1,58,501,1,2026-02-22T07:04:44Z,Yes,Yes,Yes,2004,1
2026-02-22T06:56:03Z,1012,3,1,10,47,1178,1,2026-02-22T07:16:28Z,Yes,Yes,No,,2
2026-02-22T07:00:24Z,1003,2,4,1,41,257,1,2026-02-22T07:05:22Z,Yes,Yes,No,,5
2026-02-22T07:11:56Z,1005,1,2,3,21,1279,5,2026-02-22T07:33:36Z,Yes,No,No,,5
2026-02-22T07:23:30Z,1008,10,1,1,40,2006,5,2026-02-22T07:57:36Z,No,Yes,No,,
2026-02-22T07:30:21Z,1005,0,1,5,32,439,5,2026-02-22T07:38:12Z,No,Yes,Yes,2001,
2026-02-22T07:30:54Z,1003,3,2,10,21,416,1,2026-02-22T07:38:11Z,No,No,No,,
2026-02-22T07:35:01Z,1007,1,1,5,43,434,57,2026-02-22T07:42:58Z,Yes,Yes,No,,5
2026-02-22T07:36:52Z,1005,3,2,10,42,423,57,2026-02-22T07:44:37Z,No,No,No,,
2026-02-22T07:38:21Z,1008,0,4,4,58,918,1,2026-02-22T07:54:37Z,Yes,Yes,Yes,2005,2
2026-02-22T07:41:44Z,1005,9,5,4,44,1553,1,2026-02-22T08:08:21Z,Yes,No,No,,4
2026-02-22T07:45:40Z,1006,10,1,4,57,549,57,2026-02-22T07:55:46Z,Yes,No,No,,1
2026-02-22T07:47:39Z,1007,1,1,2,48,435,1,2026-02-22T07:55:42Z,Yes,No,No,,4
2026-02-22T07:51:20Z,1004,13,4,1,20,262,1,2026-02-22T07:56:02Z,Yes,No,No,,3
2026-02-22T07:52:57Z,1003,1,5,2,22,824,57,2026-02-22T08:07:03Z,Yes,Yes,No,,5
2026-02-22T07:53:50Z,1007,9,4,3,52,1372,5,2026-02-22T08:17:34Z,Yes,No,No,,2
2026-02-22T07:55:59Z,1003,0,2,1,53,907,5,2026-02-22T08:11:59Z,Yes,Yes,Yes,2002,5
2026-02-22T07:59:23Z,1006,13,2,1,26,500,5,2026-02-22T08:08:09Z,Yes,No,No,,1
2026-02-22T08:01:11Z,1008,10,4,5,37,454,57,2026-02-22T08:09:22Z,No,No,No,,
2026-02-22T08:06:01Z,1003,10,2,10,49,2217,5,2026-02-22T08:43:47Z,No,No,No,,
2026-02-22T08:08:12Z,1007,1,5,4,29,1558,57,2026-02-22T08:34:39Z,No,Yes,No,,
2026-02-22T08:12:04Z,1004,1,1,5,30,1413,1,2026-02-22T08:36:07Z,Yes,No,No,,3
2026-02-22T08:16:55Z,1007,13,1,5,42,1124,5,2026-02-22T08:36:21Z,Yes,No,No,,1
2026-02-22T08:18:35Z,1003,1,5,3,36,833,57,2026-02-22T08:33:04Z,Yes,No,No,,4
2026-02-22T08:22:23Z,1008,1,2,4,39,346,5,2026-02-22T08:28:48Z,Yes,Yes,No,,4
2026-02-22T08:24:14Z,1003,2,4,1,48,2265,1,2026-02-22T09:02:47Z,No,Yes,No,,
2026-02-22T08:29:11Z,1003,0,2,2,32,2059,5,2026-02-22T09:04:02Z,Yes,No,Yes,2002,3
2026-02-22T08:31:46Z,1007,9,4,3,59,1299,1,2026-02-22T08:54:24Z,No,Yes,No,,
2026-02-22T08:34:39Z,1007,2,4,4,37,1707,5,2026-02-22T09:03:43Z,No,Yes,No,,
2026-02-22T08:42:40Z,1005,10,5,3,41,1803,1,2026-02-22T09:13:24Z,No,Yes,No,,
2026-02-22T08:46:49Z,1006,1,5,10,57,368,5,2026-02-22T08:53:54Z,Yes,No,No,,1
2026-02-22T08:51:35Z,1004,9,2,5,42,1434,57,2026-02-22T09:16:11Z,Yes,No,No,,4
2026-02-22T08:56:44Z,1003,13,1,2,47,1360,57,2026-02-22T09:20:11Z,Yes,Yes,No,,3
2026-02-22T08:57:10Z,1005,1,4,3,27,1038,5,2026-02-22T09:14:55Z,Yes,No,No,,4
2026-02-22T09:02:20Z,1007,4,4,3,38,569,1,2026-02-22T09:12:27Z,Yes,Yes,No,,2
2026-02-22T09:04:42Z,1003,10,4,4,33,2103,1,2026-02-22T09:40:18Z,No,Yes,No,,
2026-02-22T09:10:16Z,1006,4,2,10,22,1422,57,2026-02-22T09:34:20Z,Yes,No,No,,3
2026-02-22T09:12:58Z,1005,13,5,5,35,982,5,2026-02-22T09:29:55Z,No,No,No,,
2026-02-22T09:43:58Z,1006,13,4,4,55,592,57,2026-02-22T09:54:45Z,No,No,No,,
2026-02-22T09:46:17Z,1008,13,2,2,23,1376,57,2026-02-22T10:09:36Z,No,Yes,No,,
2026-02-22T10:00:46Z,1004,10,4,1,41,444,1,2026-02-22T10:08:51Z,No,No,No,,
2026-02-22T10:01:37Z,1005,0,4,4,39,1737,5,2026-02-22T10:31:13Z,No,Yes,Yes,2001,
2026-02-22T10:05:22Z,1006,13,4,2,25,1833,1,2026-02-22T10:36:20Z,No,No,No,,
2026-02-22T10:27:51Z,1008,4,5,4,25,2097,1,2026-02-22T11:03:13Z,Yes,Yes,No,,4
2026-02-22T10:29:06Z,1004,13,1,2,38,371,5,2026-02-22T10:35:55Z,Yes,No,No,,1
2026-02-22T10:40:41Z,1008,9,4,3,25,342,5,2026-02-22T10:46:48Z,No,No,No,,
2026-02-22T10:45:30Z,1008,9,4,4,39,354,5,2026-02-22T10:52:03Z,Yes,No,No,,4
2026-02-22T10:58:00Z,1004,9,1,3,52,372,5,2026-02-22T11:05:04Z,No,No,No,,
2026-02-22T11:04:45Z,1004,0,4,10,33,2063,5,2026-02-22T11:39:41Z,Yes,No,Yes,2005,3
2026-02-22T11:06:21Z,1005,0,2,5,35,269,5,2026-02-22T11:11:25Z,No,No,Yes,2005,
2026-02-22T11:14:37Z,1004,1,4,10,28,2233,1,2026-02-22T11:52:18Z,No,No,No,,
2026-02-22T11:22:02Z,1003,0,5,2,30,2279,1,2026-02-22T12:00:31Z,Yes,Yes,Yes,2004,4
2026-02-22T11:22:22Z,1004,4,5,4,38,256,5,2026-02-22T11:27:16Z,No,No,No,,
2026-02-22T11:27:39Z,1004,3,2,1,57,536,5,2026-02-22T11:37:32Z,No,Yes,No,,
2026-02-22T11:32:29Z,1003,4,5,10,54,1887,57,2026-02-22T12:04:50Z,No,No,No,,
2026-02-22T11:44:12Z,1007,0,1,5,25,512,5,2026-02-22T11:53:09Z,Yes,Yes,Yes,2005,5
2026-02-22T11:57:54Z,1008,4,4,2,39,1698,5,2026-02-22T12:26:51Z,No,Yes,No,,
2026-02-22T12:11:08Z,1003,4,1,3,36,2160,57,2026-02-22T12:47:44Z,Yes,Yes,No,,4
2026-02-22T12:20:30Z,1007,0,2,1,41,1793,1,2026-02-22T12:51:04Z,No,No,Yes,2003,
2026-02-22T12:37:52Z,1005,1,2,10,58,1024,5,2026-02-22T12:55:54Z,No,Yes,No,,
2026-02-22T12:42:14Z,1008,13,1,1,50,559,57,2026-02-22T12:52:23Z,Yes,No,No,,2
2026-02-22T12:43:03Z,1004,0,5,3,36,1515,5,2026-02-22T13:08:54Z,Yes,Yes,Yes,2003,1
2026-02-22T12:44:23Z,1005,2,5,4,23,535,1,2026-02-22T12:53:41Z,No,No,No,,
2026-02-22T12:46:30Z,1004,13,5,3,31,1241,1,2026-02-22T13:07:42Z,Yes,No,No,,5
2026-02-22T12:47:25Z,1007,2,4,10,48,1135,57,2026-02-22T13:07:08Z,Yes,No,No,,2
2026-02-22T12:49:38Z,1007,0,1,5,44,570,5,2026-02-22T12:59:52Z,No,Yes,Yes,2002,
2026-02-22T12:50:09Z,1007,3,4,4,54,1798,5,2026-02-22T13:21:01Z,Yes,Yes,No,,3
2026-02-22T12:56:13Z,1003,4,1,2,46,1683,1,2026-02-22T13:25:02Z,No,No,No,,
2026-02-22T12:58:53Z,1004,13,5,1,28,2258,5,2026-02-22T13:36:59Z,Yes,Yes,No,,1
2026-02-22T13:04:58Z,1003,2,1,3,24,273,5,2026-02-22T13:09:55Z,No,No,No,,
2026-02-22T13:06:59Z,1007,3,5,3,41,1162,5,2026-02-22T13:27:02Z,Yes,No,No,,5
2026-02-22T13:13:54Z,1005,13,2,1,53,2223,57,2026-02-22T13:51:50Z,Yes,Yes,No,,4
2026-02-22T13:32:16Z,1006,10,1,1,37,503,1,2026-02-22T13:41:16Z,No,Yes,No,,
2026-02-22T13:35:35Z,1006,3,1,4,56,563,57,2026-02-22T13:45:54Z,Yes,Yes,No,,5
2026-02-22T13:39:23Z,1003,3,2,4,49,1615,5,2026-02-22T14:07:07Z,No,No,No,,
2026-02-22T13:56:56Z,1005,10,5,4,45,402,57,2026-02-22T14:04:23Z,Yes,No,No,,5
2026-02-22T13:59:03Z,1004,2,5,5,56,598,5,2026-02-22T14:09:57Z,Yes,Yes,No,,4
2026-02-22T14:15:59Z,1007,3,5,4,56,341,57,2026-02-22T14:22:36Z,Yes,Yes,No,,4
2026-02-22T14:19:39Z,1006,9,2,2,34,1100,1,2026-02-22T14:38:33Z,Yes,No,No,,2
2026-02-22T14:21:52Z,1005,1,2,10,37,833,1,2026-02-22T14:36:22Z,No,Yes,No,,
2026-02-22T14:28:35Z,1007,3,2,5,57,837,57,2026-02-22T14:43:29Z,No,No,No,,
2026-02-22T14:38:06Z,1004,0,5,4,42,1887,1,2026-02-22T15:10:15Z,No,Yes,Yes,2004,
2026-02-22T14:41:52Z,1007,13,1,2,38,1689,57,2026-02-22T15:10:39Z,Yes,No,No,,3
2026-02-22T14:43:26Z,1003,1,1,1,50,2204,57,2026-02-22T15:21:00Z,No,No,No,,
2026-02-22T14:43:48Z,1006,4,5,2,51,278,57,2026-02-22T14:49:17Z,Yes,No,No,,1
2026-02-22T14:44:41Z,1005,9,2,5,36,266,1,2026-02-22T14:49:43Z,Yes,No,No,,5
2026-02-22T14:50:53Z,1008,10,5,5,24,2097,57,2026-02-22T15:26:14Z,No,Yes,No,,
2026-02-22T15:05:59Z,1011,10,4,1,24,428,5,2026-02-22T15:13:31Z,No,No,No,,
2026-02-22T15:08:57Z,1012,10,1,5,37,1959,57,2026-02-22T15:42:13Z,Yes,No,No,,3
2026-02-22T15:23:54Z,1010,4,5,4,26,315,1,2026-02-22T15:29:35Z,Yes,Yes,No,,5
2026-02-22T15:25:58Z,1009,3,2,4,46,1384,1,2026-02-22T15:49:48Z,Yes,Yes,No,,3
2026-02-22T15:26:20Z,1011,2,4,5,34,561,5,2026-02-22T15:36:15Z,No,Yes,No,,
2026-02-22T15:29:21Z,1009,10,2,2,24,2314,5,2026-02-22T16:08:19Z,No,Yes,No,,
2026-02-22T15:43:29Z,1010,4,1,5,21,579,57,2026-02-22T15:53:29Z,No,Yes,No,,
2026-02-22T15:52:12Z,1012,9,4,2,42,2054,1,2026-02-22T16:27:08Z,Yes,No,No,,1
2026-02-22T16:20:26Z,1010,1,1,3,20,1378,1,2026-02-22T16:43:44Z,No,No,No,,
2026-02-22T16:23:32Z,1009,9,4,4,34,367,57,2026-02-22T16:30:13Z,No,No,No,,
2026-02-22T16:31:16Z,1010,13,1,5,40,1032,57,2026-02-22T16:49:08Z,Yes,Yes,No,,4
2026-02-22T16:34:11Z,1011,10,4,4,50,1887,5,2026-02-22T17:06:28Z,No,No,No,,
2026-02-22T16:34:40Z,1011,10,5,5,23,882,1,2026-02-22T16:49:45Z,Yes,Yes,No,,2
2026-02-22T16:36:07Z,1009,10,4,1,40,813,5,2026-02-22T16:50:20Z,Yes,Yes,No,,5
2026-02-22T16:42:03Z,1009,9,2,10,33,2381,1,2026-02-22T17:22:17Z,Yes,Yes,No,,1
2026-02-22T16:47:51Z,1010,1,5,3,47,2076,1,2026-02-22T17:23:14Z,Yes,Yes,No,,3
2026-02-22T16:56:52Z,1011,9,5,4,20,498,1,2026-02-22T17:05:30Z,Yes,Yes,No,,3
2026-02-22T16:59:45Z,1011,2,2,4,48,2013,1,2026-02-22T17:34:06Z,Yes,No,No,,3
2026-02-22T17:17:32Z,1012,0,5,10,48,400,1,2026-02-22T17:25:00Z,No,Yes,Yes,2003,
2026-02-22T17:19:54Z,1009,4,4,2,42,1434,1,2026-02-22T17:44:30Z,Yes,No,No,,2
2026-02-22T17:23:53Z,1011,3,4,10,22,1220,1,2026-02-22T17:44:35Z,Yes,No,No,,2
2026-02-22T17:27:35Z,1010,9,4,2,44,497,1,2026-02-22T17:36:36Z,Yes,No,No,,5
2026-02-22T17:33:07Z,1010,0,4,5,35,262,5,2026-02-22T17:38:04Z,Yes,No,Yes,2002,3
2026-02-22T17:33:13Z,1009,1,1,4,56,450,57,2026-02-22T17:41:39Z,Yes,No,No,,3
2026-02-22T17:34:40Z,1009,4,2,1,52,500,5,2026-02-22T17:43:52Z,No,No,No,,
2026-02-22T17:55:21Z,1010,1,1,4,47,1448,1,2026-02-22T18:20:16Z,No,No,No,,
2026-02-22T17:56:10Z,1011,1,4,5,52,522,5,2026-02-22T18:05:44Z,Yes,No,No,,4
2026-02-22T18:07:16Z,1009,0,2,5,24,1626,57,2026-02-22T18:34:46Z,Yes,No,Yes,2005,4
2026-02-22T18:12:53Z,1011,0,2,4,20,899,57,2026-02-22T18:28:12Z,Yes,No,Yes,2001,2
2026-02-22T18:21:01Z,1012,2,5,5,58,2304,57,2026-02-22T19:00:23Z,No,No,No,,
2026-02-22T18:30:48Z,1011,13,5,10,26,330,5,2026-02-22T18:36:44Z,No,Yes,No,,
2026-02-22T18:44:21Z,1010,2,5,3,35,316,57,2026-02-22T18:50:12Z,No,Yes,No,,
2026-02-22T18:52:53Z,1012,1,4,1,34,2302,57,2026-02-22T19:31:49Z,No,Yes,No,,
2026-02-22T18:58:39Z,1011,4,5,1,22,396,1,2026-02-22T19:05:37Z,No,No,No,,
2026-02-22T19:00:31Z,1011,0,1,5,58,380,1,2026-02-22T19:07:49Z,No,No,Yes,2002,
2026-02-22T19:02:40Z,1012,2,4,10,27,2287,57,2026-02-22T19:41:14Z,No,Yes,No,,
2026-02-22T19:03:44Z,1009,9,4,5,20,1054,57,2026-02-22T19:21:38Z,Yes,No,No,,1
2026-02-22T19:07:20Z,1011,3,2,3,51,2163,5,2026-02-22T19:44:14Z,Yes,Yes,No,,1
2026-02-22T19:09:38Z,1009,1,5,10,45,1176,57,2026-02-22T19:29:59Z,Yes,Yes,No,,3
2026-02-22T19:17:39Z,1011,4,1,10,36,490,1,2026-02-22T19:26:25Z,No,Yes,No,,
2026-02-22T19:18:42Z,1010,4,1,3,31,2239,57,2026-02-22T19:56:32Z,No,No,No,,
2026-02-22T19:19:36Z,1009,4,5,5,36,1154,57,2026-02-22T19:39:26Z,Yes,No,No,,4
2026-02-22T19:23:37Z,1012,3,1,10,26,326,57,2026-02-22T19:29:29Z,Yes,Yes,No,,2
2026-02-22T19:28:56Z,1011,0,5,3,34,1544,5,2026-02-22T19:55:14Z,Yes,No,Yes,2004,5
2026-02-22T19:31:59Z,1012,2,1,5,40,1305,5,2026-02-22T19:54:24Z,Yes,Yes,No,,3
2026-02-22T19:49:11Z,1010,10,1,1,47,814,57,2026-02-22T20:03:32Z,No,Yes,No,,
2026-02-22T19:54:12Z,1012,10,5,4,60,879,5,2026-02-22T20:09:51Z,Yes,Yes,No,,3
2026-02-22T19:54:57Z,1010,13,1,10,56,1355,1,2026-02-22T20:18:28Z,No,Yes,No,,
2026-02-22T20:09:05Z,1012,1,5,5,20,1396,1,2026-02-22T20:32:41Z,No,Yes,No,,
2026-02-22T20:16:17Z,1012,9,5,1,32,1406,1,2026-02-22T20:40:15Z,No,No,No,,
2026-02-22T20:18:55Z,1009,13,4,3,45,1914,5,2026-02-22T20:51:34Z,No,Yes,No,,
2026-02-22T20:26:52Z,1012,4,1,3,23,553,5,2026-02-22T20:36:28Z,Yes,Yes,No,,5
2026-02-22T20:28:16Z,1012,3,1,2,42,296,1,2026-02-22T20:33:54Z,No,Yes,No,,
2026-02-22T20:51:09Z,1010,3,2,3,32,523,57,2026-02-22T21:00:24Z,Yes,No,No,,1
2026-02-22T20:59:03Z,1012,1,1,4,30,339,1,2026-02-22T21:05:12Z,No,Yes,No,,
2026-02-22T20:59:20Z,1012,9,4,1,34,465,5,2026-02-22T21:07:39Z,No,No,No,,
2026-02-22T20:59:25Z,1009,4,2,5,33,1654,5,2026-02-22T21:27:32Z,No,No,No,,
2026-02-22T21:00:23Z,1012,4,2,1,21,1009,1,2026-02-22T21:17:33Z,No,No,No,,
2026-02-22T21:00:47Z,1010,0,2,1,21,503,1,2026-02-22T21:09:31Z,No,No,Yes,2002,
2026-02-22T21:02:22Z,1010,4,4,3,27,1258,5,2026-02-22T21:23:47Z,No,Yes,No,,
2026-02-22T21:12:29Z,1010,1,1,5,39,525,57,2026-02-22T21:21:53Z,Yes,Yes,No,,2
2026-02-22T21:12:47Z,1009,9,4,2,36,2392,57,2026-02-22T21:53:15Z,Yes,No,No,,4
2026-02-22T21:25:35Z,1012,10,4,10,55,553,5,2026-02-22T21:35:43Z,Yes,No,No,,5
2026-02-22T21:25:57Z,1011,0,1,5,27,295,57,2026-02-22T21:31:19Z,Yes,Yes,Yes,2001,1
2026-02-22T21:35:48Z,1009,9,2,5,22,267,1,2026-02-22T21:40:37Z,No,Yes,No,,
2026-02-22T21:39:25Z,1010,10,1,3,37,378,1,2026-02-22T21:46:20Z,Yes,No,No,,2
2026-02-22T21:42:57Z,1009,0,2,4,47,440,1,2026-02-22T21:51:04Z,No,No,Yes,2002,
2026-02-22T21:45:47Z,1009,10,2,1,23,362,1,2026-02-22T21:52:12Z,Yes,No,No,,2
2026-02-22T21:58:31Z,1009,2,1,1,46,1127,5,2026-02-22T22:18:04Z,Yes,Yes,No,,5
2026-02-22T22:11:15Z,1010,13,1,1,24,1559,57,2026-02-22T22:37:38Z,No,No,No,,
2026-02-22T22:15:32Z,1011,13,4,10,34,379,1,2026-02-22T22:22:25Z,No,Yes,No,,
2026-02-22T22:21:26Z,1009,13,4,5,42,447,5,2026-02-22T22:29:35Z,Yes,Yes,No,,2
2026-02-22T22:21:38Z,1010,2,5,5,45,380,1,2026-02-22T22:28:43Z,No,Yes,No,,
2026-02-22T22:25:09Z,1012,2,2,4,50,336,1,2026-02-22T22:31:35Z,No,No,No,,
2026-02-22T22:27:42Z,1012,9,4,5,48,283,57,2026-02-22T22:33:13Z,Yes,Yes,No,,1
2026-02-22T23:10:03Z,1005,10,5,3,54,362,5,2026-02-22T23:16:59Z,Yes,Yes,No,,5
2026-02-22T23:10:13Z,1008,3,4,2,48,1316,1,2026-02-22T23:32:57Z,Yes,No,No,,3
2026-02-22T23:15:00Z,1005,10,4,10,58,1201,57,2026-02-22T23:35:59Z,No,Yes,No,,
2026-02-22T23:21:16Z,1008,2,5,2,53,370,57,2026-02-22T23:28:19Z,Yes,No,No,,2
2026-02-22T23:22:53Z,1010,0,4,10,22,576,57,2026-02-22T23:32:51Z,No,No,Yes,2004,
2026-02-22T23:35:46Z,1007,0,5,5,23,2132,57,2026-02-23T00:11:41Z,Yes,No,Yes,2001,2
2026-02-22T23:54:50Z,1001,10,4,2,24,1759,5,2026-02-23T00:24:33Z,No,Yes,No,,
2026-02-23T00:20:38Z,1006,2,2,5,27,1707,5,2026-02-23T00:49:32Z,Yes,No,No,,1
2026-02-23T00:23:47Z,1003,3,5,2,32,447,1,2026-02-23T00:31:46Z,No,Yes,No,,
2026-02-23T00:48:52Z,1010,9,1,4,31,2334,1,2026-02-23T01:28:17Z,Yes,Yes,No,,3
2026-02-23T00:57:50Z,1002,0,4,2,58,1378,57,2026-02-23T01:21:46Z,Yes,No,Yes,2001,3
2026-02-23T01:03:02Z,1001,1,4,10,50,366,57,2026-02-23T01:09:58Z,No,Yes,No,,
2026-02-23T01:03:44Z,1012,0,1,5,45,504,5,2026-02-23T01:12:53Z,Yes,No,Yes,2005,1
2026-02-23T01:30:48Z,1008,10,5,3,40,2245,57,2026-02-23T02:08:53Z,Yes,Yes,No,,1
2026-02-23T01:31:45Z,1006,3,2,4,35,2125,57,2026-02-23T02:07:45Z,Yes,No,No,,1
