Call Date,Agent ID,Agent Status,Call Type,Service,Answer Time,Avg Talk Time,Disconnect Code,Call Disconnect,Survey Opted,Resolved,Call Fwd,Fwd Sup ID,Feedback
2026-02-01T17:31:18Z,1013,3,5,5,28,413,57,2026-02-01T17:38:39Z,Yes,No,No,,5
2026-02-01T17:42:13Z,1012,1,5,1,51,335,5,2026-02-01T17:48:39Z,No,No,No,,
2026-02-01T17:48:55Z,1012,1,1,3,56,1196,1,2026-02-01T18:09:47Z,Yes,No,No,,5
2026-02-01T17:50:26Z,1014,4,5,2,55,580,1,2026-02-01T18:01:01Z,Yes,No,No,,1
2026-02-01T17:52:06Z,1012,3,5,2,58,2340,57,2026-02-01T18:32:04Z,No,Yes,No,,
2026-02-01T18:11:28Z,1012,0,2,1,36,1214,5,2026-02-01T18:32:18Z,No,Yes,Yes,2002,
2026-02-01T18:12:01Z,1011,1,5,5,58,1841,5,2026-02-01T18:43:40Z,Yes,Yes,No,,2
2026-02-01T18:12:49Z,1013,0,2,4,25,413,1,2026-02-01T18:20:07Z,Yes,Yes,Yes,2003,1
2026-02-01T18:25:13Z,1013,2,4,5,20,1403,57,2026-02-01T18:48:56Z,Yes,Yes,No,,1
2026-02-01T18:29:32Z,1013,2,4,2,35,850,1,2026-02-01T18:44:17Z,No,Yes,No,,
2026-02-01T18:38:51Z,1014,3,1,5,32,335,1,2026-02-01T18:44:58Z,Yes,No,No,,4
2026-02-01T18:40:56Z,1011,4,4,3,38,947,1,2026-02-01T18:57:21Z,No,Yes,No,,
2026-02-01T19:04:32Z,1014,9,5,5,39,241,5,2026-02-01T19:09:12Z,Yes,No,No,,1
2026-02-01T19:31:37Z,1014,9,1,4,34,381,57,2026-02-01T19:38:32Z,No,No,No,,
2026-02-01T19:34:14Z,1013,1,2,5,34,1521,5,2026-02-01T20:00:09Z,No,Yes,No,,
2026-02-01T19:37:46Z,1011,3,4,4,58,2400,5,2026-02-01T20:18:44Z,No,Yes,No,,
2026-02-01T19:54:16Z,1014,3,2,2,58,964,1,2026-02-01T20:11:18Z,No,No,No,,
2026-02-01T19:54:55Z,1013,3,1,1,25,512,57,2026-02-01T20:03:52Z,No,Yes,No,,
2026-02-01T19:58:25Z,1012,4,2,4,34,1427,57,2026-02-01T20:22:46Z,Yes,Yes,No,,5
2026-02-01T20:00:15Z,1011,4,5,5,28,513,5,2026-02-01T20:09:16Z,No,No,No,,
2026-02-01T20:05:42Z,1012,10,1,5,40,2214,57,2026-02-01T20:43:16Z,No,Yes,No,,
2026-02-01T20:09:08Z,1011,3,4,4,57,461,5,2026-02-01T20:17:46Z,No,No,No,,
2026-02-01T20:10:54Z,1013,3,1,3,35,499,5,2026-02-01T20:19:48Z,Yes,Yes,No,,3
2026-02-01T20:12:39Z,1013,3,1,1,38,2005,57,2026-02-01T20:46:42Z,Yes,Yes,No,,1
2026-02-01T20:17:27Z,1011,13,2,1,37,988,5,2026-02-01T20:34:32Z,No,Yes,No,,
2026-02-01T20:19:05Z,1011,2,2,5,24,251,5,2026-02-01T20:23:40Z,Yes,Yes,No,,5
2026-02-01T20:20:32Z,1011,13,1,4,52,1593,57,2026-02-01T20:47:57Z,No,Yes,No,,
2026-02-01T20:22:21Z,1011,10,5,1,25,311,57,2026-02-01T20:27:57Z,Yes,No,No,,2
2026-02-01T20:30:35Z,1012,3,1,5,39,465,5,2026-02-01T20:38:59Z,No,No,No,,
2026-02-01T20:32:05Z,1014,13,1,2,52,368,57,2026-02-01T20:39:05Z,Yes,Yes,No,,3
2026-02-01T20:53:01Z,1013,4,2,5,37,1470,1,2026-02-01T21:18:08Z,Yes,No,No,,3
2026-02-01T21:02:21Z,1011,10,4,2,20,1070,57,2026-02-01T21:20:31Z,No,Yes,No,,
2026-02-01T21:15:49Z,1012,2,4,4,26,409,5,2026-02-01T21:23:04Z,No,Yes,No,,
2026-02-01T21:15:52Z,1014,0,1,2,44,389,57,2026-02-01T21:23:05Z,No,No,Yes,2001,
2026-02-01T21:18:42Z,1012,1,5,1,50,536,57,2026-02-01T21:28:28Z,Yes,No,No,,1
2026-02-01T21:24:50Z,1014,2,2,5,20,1690,57,2026-02-01T21:53:20Z,Yes,No,No,,4
2026-02-01T21:36:05Z,1013,9,1,2,21,1756,1,2026-02-01T22:05:42Z,No,No,No,,
2026-02-01T21:40:07Z,1011,2,5,5,46,1310,1,2026-02-01T22:02:43Z,Yes,No,No,,3
2026-02-01T22:15:53Z,1013,0,5,2,55,1626,5,2026-02-01T22:43:54Z,No,Yes,Yes,2002,
2026-02-01T22:23:14Z,1013,2,5,3,33,250,57,2026-02-01T22:27:57Z,Yes,No,No,,5
2026-02-01T22:24:47Z,1012,9,2,3,33,1692,57,2026-02-01T22:53:32Z,No,Yes,No,,
2026-02-01T22:26:05Z,1013,13,5,2,40,466,5,2026-02-01T22:34:31Z,Yes,Yes,No,,4
2026-02-01T22:27:28Z,1014,1,2,1,20,458,1,2026-02-01T22:35:26Z,Yes,Yes,No,,4
2026-02-01T22:29:25Z,1012,13,5,4,37,570,5,2026-02-01T22:39:32Z,Yes,No,No,,1
2026-02-01T22:30:01Z,1011,2,5,3,52,1519,5,2026-02-01T22:56:12Z,Yes,No,No,,1
2026-02-01T22:32:30Z,1013,2,1,3,40,287,1,2026-02-01T22:37:57Z,No,No,No,,
2026-02-01T22:33:01Z,1011,2,5,10,21,561,57,2026-02-01T22:42:43Z,No,No,No,,
2026-02-01T22:33:29Z,1012,3,4,1,56,1083,5,2026-02-01T22:52:28Z,Yes,Yes,No,,2
2026-02-01T22:34:40Z,1012,0,4,5,37,1861,57,2026-02-01T23:06:18Z,Yes,No,Yes,2005,3
2026-02-01T22:45:57Z,1013,3,2,5,47,561,5,2026-02-01T22:56:05Z,Yes,Yes,No,,5
2026-02-01T22:53:59Z,1013,9,5,5,51,865,5,2026-02-01T23:09:15Z,Yes,Yes,No,,4
2026-02-01T22:53:59Z,1011,9,5,3,37,584,1,2026-02-01T23:04:20Z,Yes,No,No,,3
2026-02-01T23:05:35Z,1003,10,2,2,41,1154,1,2026-02-01T23:25:30Z,No,No,No,,
2026-02-01T23:11:13Z,1002,2,2,4,48,572,1,2026-02-01T23:21:33Z,No,No,No,,
2026-02-01T23:22:28Z,1002,13,4,5,41,503,5,2026-02-01T23:31:32Z,Yes,Yes,No,,4
2026-02-01T23:25:20Z,1001,9,5,2,54,363,5,2026-02-01T23:32:17Z,Yes,No,No,,5
2026-02-01T23:26:14Z,1002,0,5,1,52,503,5,2026-02-01T23:35:29Z,No,Yes,Yes,2001,
2026-02-01T23:36:37Z,1001,1,2,3,29,574,1,2026-02-01T23:46:40Z,Yes,No,No,,4
2026-02-01T23:36:39Z,1001,9,4,2,32,2205,1,2026-02-02T00:13:56Z,No,No,No,,
2026-02-01T23:37:44Z,1004,10,4,4,28,1152,57,2026-02-01T23:57:24Z,Yes,No,No,,4
